Title,Image,Nickname,Label,Keywords,Keywords1,Keywords2,Label3,Label4,Label5,Label6,Label7,Label8,Label9,Label10,accessibilityratingcaption,View,View11,Text,Text1,Text2,Text3,Text4
Absolutely stunning dress! (HAS POCKETS!!!!) ,https://r-ap.rtrcdn.com/reviewimages/68b/1562363-largeThumb.jpg,Audrey,TOP CONTRIBUTOR,Size worn: SR,Overall fit: True to Size,"Usually wears: 8Height: 5' 1""Age: 21Bust size: 34CBody type: Hourglass",8,"5' 1""",21,Bust size: ,34C,Body type: ,HOURGLASS,,(5 out of 5 stars),"JULY 19, 2021",I love this dress. Other reviews said the top part is almost similar to Herve Leger and I totally agree!!! So slimming and wonderful. I have a short torso and the straps could have been a half an inch shorter but I wasn't an issue. I'm 5'1 and my shoes were visible and I loved that! My best friend who's about 5.'10 and has a larger chest tried it on and it fit her like a glove too!! Best dress!! ,Tanya Taylor,Printed Claudia Dress,$495 original retail,$68 – $78,"White striped cotton (98% Cotton, 2% Polyurethane). Empire. Sleeveless. Scoop neckline. Pockets. 48"" from shoulder to hemline. Imported."
Flattering as heck ,https://r-ap.rtrcdn.com/reviewimages/b75/1549269-largeThumb.jpg,Lindsey,TOP CONTRIBUTOR,Size worn: SR,Overall fit: True to Size,Rented for: Vacation,4,"5' 3""",31,Bust size: ,34C,Body type: ,PETITE,128LBS,(5 out of 5 stars),"JUNE 17, 2021","If you can snag this dress, SNAG IT. So stunning, so comfy, can dress up or down. I wore this to brunch one day and dressed it up with heels, and the other time to a petal bike pub crawl lol. I was able to not wear a bra with it, and the material up top gave me a good amount of support. Runs TTS, the small fit me perfectly and I would not rent any other size besides that again. ",Tanya Taylor,Printed Claudia Dress,$495 original retail,$68 – $78,"White striped cotton (98% Cotton, 2% Polyurethane). Empire. Sleeveless. Scoop neckline. Pockets. 48"" from shoulder to hemline. Imported."
A maternity win! ,https://r-ap.rtrcdn.com/reviewimages/6b7/1545202-largeThumb.jpg,Kelly,,Size worn: MR,Overall fit: True to Size,Rented for: Wedding,4,"5' 3""",35,Bust size: ,34D,Body type: ,FULL BUST,,(5 out of 5 stars),"JUNE 9, 2021",Wore this to an early summer wedding while 5 months pregnant. So comfortable. I sized up and it fit perfectly! ,Tanya Taylor,Printed Claudia Dress,$495 original retail,$68 – $78,"White striped cotton (98% Cotton, 2% Polyurethane). Empire. Sleeveless. Scoop neckline. Pockets. 48"" from shoulder to hemline. Imported."
Love and very bump friendly!,https://r-ap.rtrcdn.com/reviewimages/e01/1541039-largeThumb.jpg,Nicole,TOP CONTRIBUTOR,Size worn: XSR,Overall fit: True to Size,"Usually wears: 0Height: 5' 4""Age: 30Bust size: 34ABody type: AthleticWeight: 120lbs",0,"5' 4""",30,Bust size: ,34A,Body type: ,ATHLETIC,120LBS,(5 out of 5 stars),"MAY 30, 2021","I was 26 weeks pregnant when I wore this and absolutely loved it! Super bump friendly, but I didn't feel huge in it. Have smaller boobs to begin with so my normal size fit fine in this one.",Tanya Taylor,Printed Claudia Dress,$495 original retail,$68 – $78,"White striped cotton (98% Cotton, 2% Polyurethane). Empire. Sleeveless. Scoop neckline. Pockets. 48"" from shoulder to hemline. Imported."
Such pretty colors!,https://r-ap.rtrcdn.com/reviewimages/de6/1542837-largeThumb.jpg,Stephanie,TOP CONTRIBUTOR,Size worn: SR,Overall fit: True to Size,Rented for: Everyday,4,"5' 5""",50,Bust size: ,32DD,Body type: ,ATHLETIC,130LBS,(4 out of 5 stars),"MAY 25, 2021","This dress was so sweet and comfortable, however, I think the straps have gotten a little stretched out. I needed to wear a strapless bra to help keep the dressing from sliding down to the point of indecent-lol",Tanya Taylor,Printed Claudia Dress,$495 original retail,$68 – $78,"White striped cotton (98% Cotton, 2% Polyurethane). Empire. Sleeveless. Scoop neckline. Pockets. 48"" from shoulder to hemline. Imported."
Flattering and chic,https://r-ap.rtrcdn.com/reviewimages/2a2/1537551-largeThumb.jpg,Becky,TOP CONTRIBUTOR,Size worn: MR,Overall fit: True to Size,Rented for: Date,8,"5' 9""",43,Bust size: ,34B,Body type: ,HOURGLASS,154LBS,(5 out of 5 stars),"MAY 21, 2021",Many compliments on this dress- was a perfect fit for my body type and cool and breezy in the AZ heat,Tanya Taylor,Printed Claudia Dress,$495 original retail,$68 – $78,"White striped cotton (98% Cotton, 2% Polyurethane). Empire. Sleeveless. Scoop neckline. Pockets. 48"" from shoulder to hemline. Imported."
Fun and flirty spring dress!,https://r-ap.rtrcdn.com/reviewimages/965/1537161-largeThumb.jpg,Kristen ,TOP CONTRIBUTOR,Size worn: XSR,Overall fit: True to Size,Rented for: Party,0,"5' 6""",32,Bust size: ,32B,Body type: ,ATHLETIC,120LBS,(5 out of 5 stars),"MAY 20, 2021","Loved this dress - wore it to a day party in Charleston. It was so comfortable and the top material was very flattering so you don't completely loose your shape. The colors and pattern were a little bolder than I normally go but they somehow just work, and the pockets rocked! I was worried about the length being awkward as I'm pretty tall but with some low heels it worked great. My only suggestion is if your teetering between 2 sizes, get the smaller - I'm between an XS/S but the small flared out more than I liked on the hip area, and the material is so stretchy you'll be set.",Tanya Taylor,Printed Claudia Dress,$495 original retail,$68 – $78,"White striped cotton (98% Cotton, 2% Polyurethane). Empire. Sleeveless. Scoop neckline. Pockets. 48"" from shoulder to hemline. Imported."
Beach Club Party,https://r-ap.rtrcdn.com/reviewimages/add/1551225-largeThumb.jpg,Patrice,TOP CONTRIBUTOR,Size worn: XSR,Overall fit: True to Size,Rented for: Party,0,"5' 1""",54,Bust size: ,34C,Body type: ,ATHLETIC,110LBS,(5 out of 5 stars),"MAY 8, 2021","Love, love, love this dress! 2nd time renting. Stretchy fabric on top. Lightweight cotton on the bottom. Colors are happy and bright. Great for vacation or a spring or summer party. ",Tanya Taylor,Printed Claudia Dress,$495 original retail,$68 – $78,"White striped cotton (98% Cotton, 2% Polyurethane). Empire. Sleeveless. Scoop neckline. Pockets. 48"" from shoulder to hemline. Imported."
Love the colors. The pockets. The length. A dream. ,https://r-ap.rtrcdn.com/reviewimages/0c7/1528801-largeThumb.jpg,Kelsey ,TOP CONTRIBUTOR,Size worn: MR,Overall fit: True to Size,Rented for: Vacation,4,"5' 9""",33,Bust size: ,34C,Body type: ,ATHLETIC,141LBS,(5 out of 5 stars),"APRIL 28, 2021",This is an awesome dress. Loved that I could dress it up or down and it was insanely comfortable. Will rent again. ,Tanya Taylor,Printed Claudia Dress,$495 original retail,$68 – $78,"White striped cotton (98% Cotton, 2% Polyurethane). Empire. Sleeveless. Scoop neckline. Pockets. 48"" from shoulder to hemline. Imported."
I felt like the belle of the bier garten!,https://r-ap.rtrcdn.com/reviewimages/5dd/1525262-largeThumb.jpg,Patricia,TOP CONTRIBUTOR,Size worn: LR,Overall fit: True to Size,Rented for: Date,12,"5' 7""",3,Bust size: ,36D,Body type: ,FULL BUST,175LBS,(5 out of 5 stars),"APRIL 15, 2021",It runs true to size if not slightly on the larger side.  Im a size 12 and 5'7 and straps were slightly too long so that I would have to tug the dress back up periodically but really not a big issue.  The top part is stretchy thick material and the bottom feels like seersucker.  Easy breezy spring or summer frock...loved wearing it.,Tanya Taylor,Printed Claudia Dress,$495 original retail,$68 – $78,"White striped cotton (98% Cotton, 2% Polyurethane). Empire. Sleeveless. Scoop neckline. Pockets. 48"" from shoulder to hemline. Imported."
Love the top of the dress,https://r-ap.rtrcdn.com/reviewimages/2b2/1522114-largeThumb.jpg,Tiffany,TOP CONTRIBUTOR,Size worn: LR,Overall fit: True to Size,Rented for: Everyday,14,"5' 3""",44,Bust size: ,38DDD/E,Body type: ,HOURGLASS,195LBS,(4 out of 5 stars),"MARCH 31, 2021","What a fun dress! I love the top, the pockets, and the big flowy skirt. Can be dressed up or down.",Tanya Taylor,Printed Claudia Dress,$495 original retail,$68 – $78,"White striped cotton (98% Cotton, 2% Polyurethane). Empire. Sleeveless. Scoop neckline. Pockets. 48"" from shoulder to hemline. Imported."
Amazing colors- perfect for a growing bump!,https://r-ap.rtrcdn.com/reviewimages/fc6/1522102-largeThumb.jpg,Kim,TOP CONTRIBUTOR,Size worn: XSR,Overall fit: True to Size,Rented for: Everyday,0,"5' 4""",33,Bust size: ,32C,Body type: ,ATHLETIC,115LBS,(5 out of 5 stars),"MARCH 31, 2021","So happy with this rental! Great for my growing baby bump at 28 weeks, but would be great to wear non maternity as well. My only heads up- would have loved to wear without a bra but the orange portion over the chest is a bit see through so I thought a bra was necessary! ",Tanya Taylor,Printed Claudia Dress,$495 original retail,$68 – $78,"White striped cotton (98% Cotton, 2% Polyurethane). Empire. Sleeveless. Scoop neckline. Pockets. 48"" from shoulder to hemline. Imported."
Maternity Photos,https://r-ap.rtrcdn.com/reviewimages/a79/1521838-largeThumb.jpg,RTR Customer,TOP CONTRIBUTOR,Size worn: MR,Overall fit: True to Size,Rented for: Other,8,"5' 2""",30,Body type: ,HOURGLASS,Weight: ,155LBS,,(5 out of 5 stars),"MARCH 30, 2021",Absolutely perfect for maternity! Comfortable and the top was very flattering. I liked that it had pockets and was not overly heavy (but does have 2 layers). ,Tanya Taylor,Printed Claudia Dress,$495 original retail,$68 – $78,"White striped cotton (98% Cotton, 2% Polyurethane). Empire. Sleeveless. Scoop neckline. Pockets. 48"" from shoulder to hemline. Imported."
Perfect vacation dress ,https://r-ap.rtrcdn.com/reviewimages/0c3/1520347-largeThumb.jpg,Annmarie,TOP CONTRIBUTOR,Size worn: SR,Overall fit: True to Size,Rented for: Vacation,4,"5' 3""",28,Bust size: ,32C,Body type: ,HOURGLASS,130LBS,(5 out of 5 stars),"MARCH 22, 2021","This dress was great and fit perfect. It was breathable with a structured top, which made it look great. It also has pockets. I loved it and will rent it again. ",Tanya Taylor,Printed Claudia Dress,$495 original retail,$68 – $78,"White striped cotton (98% Cotton, 2% Polyurethane). Empire. Sleeveless. Scoop neckline. Pockets. 48"" from shoulder to hemline. Imported."
Comfortable and Colorful,https://r-ap.rtrcdn.com/reviewimages/dd3/1507274-largeThumb.jpg,Kate,TOP CONTRIBUTOR,Size worn: MR,Rented for: Vacation,"Usually wears: 6Height: 5' 5""Age: 33Bust size: 34CBody type: Athletic",6,"5' 5""",33,Bust size: ,34C,Body type: ,ATHLETIC,,(5 out of 5 stars),"DECEMBER 17, 2020","Fitted in the chest area, but not uncomfortable. Excellent length for me (5'5"") with plenty of room for 27w pregnant belly. Wore it twice! Would definitely rent again. ",Tanya Taylor,Printed Claudia Dress,$495 original retail,$68 – $78,"White striped cotton (98% Cotton, 2% Polyurethane). Empire. Sleeveless. Scoop neckline. Pockets. 48"" from shoulder to hemline. Imported."
Effortless and comfy,https://r-ap.rtrcdn.com/reviewimages/290/1504708-largeThumb.jpg,Rachael,TOP CONTRIBUTOR,Size worn: SR,Rented for: Everyday,"Usually wears: 6Height: 5' 10""Age: 27Bust size: 34BBody type: AthleticWeight: 155lbs",6,"5' 10""",27,Bust size: ,34B,Body type: ,ATHLETIC,155LBS,(5 out of 5 stars),"DECEMBER 1, 2020","Obsessed with the material of this dress. I didn't need a bra which was a huge plus, and it just felt so flattering on.",Tanya Taylor,Printed Claudia Dress,$495 original retail,$68 – $78,"White striped cotton (98% Cotton, 2% Polyurethane). Empire. Sleeveless. Scoop neckline. Pockets. 48"" from shoulder to hemline. Imported."
Loved loved loved!,https://r-ap.rtrcdn.com/reviewimages/a5a/1502973-largeThumb.jpg,Lori,TOP CONTRIBUTOR,Size worn: SR,Rented for: Vacation,"Usually wears: 4Height: 5' 3""Age: 40Bust size: 32DDBody type: HourglassWeight: 145lbs",4,"5' 3""",40,Bust size: ,32DD,Body type: ,HOURGLASS,145LBS,(5 out of 5 stars),"NOVEMBER 21, 2020","Super comfortable, lined, and very forgiving everywhere.  I'm not a gal that can go without a bra so I paired a lacy light purple bra which peeked out just a bit and it looked good.  

Very well constructed and comfy.  Will definitely rent for vacation again!",Tanya Taylor,Printed Claudia Dress,$495 original retail,$68 – $78,"White striped cotton (98% Cotton, 2% Polyurethane). Empire. Sleeveless. Scoop neckline. Pockets. 48"" from shoulder to hemline. Imported."
Beach & Brunch,https://r-ap.rtrcdn.com/reviewimages/287/1500428-largeThumb.jpg,Jacki,TOP CONTRIBUTOR,Size worn: MR,Rented for: Vacation,"Usually wears: 8Height: 5' 3""Age: 28Bust size: 36DBody type: Athletic",8,"5' 3""",28,Bust size: ,36D,Body type: ,ATHLETIC,,(5 out of 5 stars),"NOVEMBER 9, 2020","Wore for a bachelorette, my friends loved it and borrowed it from also! So comfy and a maxi that doesn't make me look like a bag being short",Tanya Taylor,Printed Claudia Dress,$495 original retail,$68 – $78,"White striped cotton (98% Cotton, 2% Polyurethane). Empire. Sleeveless. Scoop neckline. Pockets. 48"" from shoulder to hemline. Imported."
So many compliments,https://r-ap.rtrcdn.com/reviewimages/73a/1495530-largeThumb.jpg,Natalie,TOP CONTRIBUTOR,Size worn: MR,Rented for: Everyday,"Usually wears: 6Height: 5' 3""Age: 29Bust size: 32CBody type: AthleticWeight: 130lbs",6,"5' 3""",29,Bust size: ,32C,Body type: ,ATHLETIC,130LBS,(5 out of 5 stars),"OCTOBER 19, 2020","Really awesome dress, rented for my birthday in an outdoor more casual setting. Small also fit but I liked how the medium fit against my chest better. Awesome secret big pockets. Wish I owned it",Tanya Taylor,Printed Claudia Dress,$495 original retail,$68 – $78,"White striped cotton (98% Cotton, 2% Polyurethane). Empire. Sleeveless. Scoop neckline. Pockets. 48"" from shoulder to hemline. Imported."
Gorgeous ,https://r-ap.rtrcdn.com/reviewimages/1d0/1495459-largeThumb.jpg,Cynthia ,TOP CONTRIBUTOR,Size worn: SR,Rented for: Other,"Usually wears: 4Height: 5' 7""Age: 39Bust size: 34ABody type: AthleticWeight: 127lbs",4,"5' 7""",39,Bust size: ,34A,Body type: ,ATHLETIC,127LBS,(5 out of 5 stars),"OCTOBER 18, 2020",Wore this for a girls brunch with white sneakers and it was perfect ,Tanya Taylor,Printed Claudia Dress,$495 original retail,$68 – $78,"White striped cotton (98% Cotton, 2% Polyurethane). Empire. Sleeveless. Scoop neckline. Pockets. 48"" from shoulder to hemline. Imported."
Fun and unique! ,https://r-ap.rtrcdn.com/reviewimages/5ab/1493466-largeThumb.jpg,Leanna,TOP CONTRIBUTOR,Size worn: SR,Rented for: Everyday,"Usually wears: 4Height: 5' 11""Age: 31Bust size: 32DDBody type: HourglassWeight: 143lbs",4,"5' 11""",31,Bust size: ,32DD,Body type: ,HOURGLASS,143LBS,(5 out of 5 stars),"OCTOBER 11, 2020","This dress is really fun, unique color combo and very comfy. It has pockets!! I paired with a denim jacket and white sandals ",Tanya Taylor,Printed Claudia Dress,$495 original retail,$68 – $78,"White striped cotton (98% Cotton, 2% Polyurethane). Empire. Sleeveless. Scoop neckline. Pockets. 48"" from shoulder to hemline. Imported."
The one for summer brunch,https://r-ap.rtrcdn.com/reviewimages/b18/1493059-largeThumb.jpg,Ashley,TOP CONTRIBUTOR,Size worn: SR,Rented for: Everyday,"Usually wears: 4Height: 5' 7""Age: 41Bust size: 34ABody type: PearWeight: 125lbs",4,"5' 7""",41,Bust size: ,34A,Body type: ,PEAR,125LBS,(5 out of 5 stars),"OCTOBER 10, 2020","This dress had pockets! I love a dress with pockets. Top would sometimes hang a little low, perhaps a smaller size would have been better. Skirt is full and beautiful. ",Tanya Taylor,Printed Claudia Dress,$495 original retail,$68 – $78,"White striped cotton (98% Cotton, 2% Polyurethane). Empire. Sleeveless. Scoop neckline. Pockets. 48"" from shoulder to hemline. Imported."
"Summer ready, but able to transition to fall",https://r-ap.rtrcdn.com/reviewimages/3e5/1492654-largeThumb.jpg,Silvia,TOP CONTRIBUTOR,Size worn: SR,Rented for: Everyday,"Usually wears: 4Height: 5' 4""Age: 55Bust size: 34CBody type: AthleticWeight: 120lbs",4,"5' 4""",55,Bust size: ,34C,Body type: ,ATHLETIC,120LBS,(4 out of 5 stars),"OCTOBER 8, 2020","This dress felt like the best parts of going to the circus - fun and colorful, but without creepy clowns. The straps are a tad long, but generally everything stayed in place and I love a skirt that I have to gather up when walking up steps. Will rent again. ",Tanya Taylor,Printed Claudia Dress,$495 original retail,$68 – $78,"White striped cotton (98% Cotton, 2% Polyurethane). Empire. Sleeveless. Scoop neckline. Pockets. 48"" from shoulder to hemline. Imported."
Love the stretchy top section,https://r-ap.rtrcdn.com/reviewimages/6f5/1491681-largeThumb.jpg,Katelyn,TOP CONTRIBUTOR,Size worn: XSR,Rented for: Everyday,"Usually wears: 0Height: 5' 7""Age: 32Bust size: 32DDBody type: Straight & narrowWeight: 118lbs",0,"5' 7""",32,Bust size: ,32DD,Body type: ,STRAIGHT & NARROW,118LBS,(5 out of 5 stars),"OCTOBER 5, 2020",The straps could have been a tad shorter. Top material is thick enough that no bra is really needed. And IT HAS POCKETS,Tanya Taylor,Printed Claudia Dress,$495 original retail,$68 – $78,"White striped cotton (98% Cotton, 2% Polyurethane). Empire. Sleeveless. Scoop neckline. Pockets. 48"" from shoulder to hemline. Imported."
"So trendy, colorful, and fun!",https://r-ap.rtrcdn.com/reviewimages/8b1/1487388-largeThumb.jpg,Sara,,Size worn: MR,Rented for: Everyday,Usually wears: 4Age: 28,4,28,,,,,,,(5 out of 5 stars),"SEPTEMBER 18, 2020",Absolutely LOVED this dress! So flattering and a comfortable fit. Received so many compliments on it,Tanya Taylor,Printed Claudia Dress,$495 original retail,$68 – $78,"White striped cotton (98% Cotton, 2% Polyurethane). Empire. Sleeveless. Scoop neckline. Pockets. 48"" from shoulder to hemline. Imported."
Amazing fit and color! ,https://r-ap.rtrcdn.com/reviewimages/912/1487913-largeThumb.jpg,Lyndsey,TOP CONTRIBUTOR,Size worn: SR,Rented for: Everyday,"Usually wears: 2Height: 5' 4""Age: 42Bust size: 32DBody type: AthleticWeight: 125lbs",2,"5' 4""",42,Bust size: ,32D,Body type: ,ATHLETIC,125LBS,(5 out of 5 stars),"SEPTEMBER 16, 2020","This dress is amazing! So many compliments. Straps are a tiny bit long and occasionally you can see the top of your bra. But other than that this dress is perfect. Comfortable, beautiful and it has pockets! ",Tanya Taylor,Printed Claudia Dress,$495 original retail,$68 – $78,"White striped cotton (98% Cotton, 2% Polyurethane). Empire. Sleeveless. Scoop neckline. Pockets. 48"" from shoulder to hemline. Imported."
